,Airline Name,Overall_Rating,Review_Title,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,Review_Subjectivity,Review_Polarity,Review_Sentiment_Score
19909,Thai AirAsia,8,"""high service level"" ",Economy Class,3.0,5.0,3.0,4.0,5.0,1,0.4388034188034187,0.18298076923076925,1
19910,Thai AirAsia,9,"""Service quick, polite and courteous"" ",Economy Class,3.0,5.0,3.0,4.0,5.0,1,0.40875000000000006,0.14583333333333331,1
19911,Thai AirAsia,8,"""a good commuter flight"" ",Economy Class,4.0,4.0,4.0,4.0,5.0,1,0.5202991452991453,0.2243589743589744,1
19912,Thai AirAsia,6,"""on time and uneventful""",Economy Class,3.0,2.0,2.0,4.0,5.0,1,0.7160714285714285,0.15401785714285715,1
19913,Thai AirAsia,3,"""space between rows is small""",Economy Class,1.0,4.0,1.0,1.0,3.0,0,0.48148148148148157,-0.18055555555555555,-1
19914,Thai AirAsia,3,"""no AirAsia Premium Check-in Counter""",Economy Class,3.0,3.0,3.0,1.0,3.0,0,0.41579365079365077,0.1570238095238095,1
19915,Thai AirAsia,1,"""unprofessional on the back-end""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.4276515151515151,-0.02424242424242424,-1
19916,Thai AirAsia,7,"""seat is good with Flat bed""",Economy Class,4.0,4.0,2.0,5.0,4.0,1,0.5788461538461539,0.275,1
19917,Thai AirAsia,9,"""I’m very impressed""",Economy Class,3.0,5.0,5.0,5.0,5.0,1,0.5664705882352941,0.28705882352941176,1
19918,Thai AirAsia,8,"""The experience was seamless""",Economy Class,3.0,4.0,2.0,4.0,5.0,1,0.5383333333333333,0.15833333333333333,1
19919,Thai AirAsia,1,""" Terrible service by AirAsia""",Economy Class,3.0,4.0,2.0,1.0,1.0,0,0.4613888888888889,-0.08888888888888888,-1
19920,Thai AirAsia,1,"""never fly AirAsia again""",Economy Class,3.0,1.0,2.0,1.0,1.0,0,0.5895833333333333,-0.15416666666666665,-1
19921,Thai AirAsia,6,"""you get what you pay for""",Economy Class,3.0,2.0,1.0,2.0,4.0,1,0.36428571428571427,0.21428571428571427,1
19922,Thai AirAsia,7,"""overcrowded and poor service""",Economy Class,3.0,2.0,1.0,3.0,4.0,1,0.775,-0.09166666666666667,-1
19923,Thai AirAsia,8,"""pleasant flight""",Economy Class,3.0,5.0,2.0,5.0,4.0,1,0.5458333333333334,0.36666666666666664,1
19924,Thai AirAsia,1,"""pay a bit more for an airline that actually values customer service""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.46749999999999997,-0.002499999999999991,-1
19925,Thai AirAsia,1,"""given me trouble trying to check in""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.6804195804195803,-0.20559440559440562,-1
19926,Thai AirAsia,1,"""Overall recommended""",Economy Class,3.0,5.0,2.0,5.0,5.0,1,0.3071428571428571,0.08928571428571427,1
19927,Thai AirAsia,7,"""Otherwise everything was okay""",Economy Class,3.0,3.0,2.0,3.0,4.0,1,0.616,0.27199999999999996,1
19928,Thai AirAsia,1,"""Quick and easy flight""",Economy Class,4.0,5.0,2.0,5.0,5.0,1,0.5742559523809524,0.4259226190476191,1
19929,Thai AirAsia,8,"""No major issues with the flight""",Economy Class,3.0,4.0,2.0,5.0,4.0,1,0.4851190476190476,0.07752976190476189,1
19930,Thai AirAsia,8,"""the kindness of the staff was touching""",Economy Class,4.0,4.0,2.0,5.0,5.0,1,0.5047222222222222,0.023506944444444445,1
19931,Thai AirAsia,1,"""cancelled the flight to Surat Thani again""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.5284632034632035,0.18084415584415584,1
19932,Thai AirAsia,9,"""very reasonable price""",Economy Class,4.0,5.0,2.0,5.0,5.0,1,0.5456709956709958,0.25229437229437224,1
19933,Thai AirAsia,1,"""impossible to rebook in the future""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.5199999999999999,0.0057196969696969744,1
19934,Thai AirAsia,1,"""refused to waive rescheduling fees""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.8333333333333334,0.0,0
19935,Thai AirAsia,1,"""oversized and overweight carry-on""",Economy Class,3.0,1.0,2.0,1.0,1.0,0,0.6733333333333335,-0.29333333333333333,-1
19936,Thai AirAsia,1,"""Everything is great""",Economy Class,5.0,5.0,2.0,5.0,4.0,1,0.6708333333333334,0.3958333333333333,1
19937,Thai AirAsia,1,"""was surprised by the legroom""",Economy Class,5.0,5.0,2.0,5.0,4.0,1,0.7178571428571429,0.425,1
19938,Thai AirAsia,3,"""in the end its fine""",Economy Class,3.0,5.0,3.0,1.0,3.0,1,0.485,0.15833333333333333,1
19939,Thai AirAsia,1,"""I ended up with three seats""",Economy Class,5.0,5.0,2.0,5.0,5.0,1,0.9,0.8,1
19940,Thai AirAsia,1,"""I have to turn off the phone""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.4203846153846154,-0.12,-1
19941,Thai AirAsia,1,"""pay a huge mark up""",Economy Class,3.0,3.0,1.0,2.0,2.0,0,0.5648148148148148,0.09907407407407405,1
19942,Thai AirAsia,1,"""We had a good experience""",Economy Class,5.0,4.0,2.0,5.0,5.0,1,0.530952380952381,0.14464285714285716,1
19943,Thai AirAsia,6,"""eliminate the recline button""",Economy Class,2.0,3.0,2.0,4.0,3.0,1,0.6833333333333332,0.16111111111111112,1
19944,Thai AirAsia,1,"""tried to add baggage to reservation""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.5074074074074074,-0.057407407407407414,-1
19945,Thai AirAsia,1,"""charged $40 for 15kg""",Economy Class,1.0,1.0,2.0,1.0,2.0,0,0.21666666666666667,0.125,1
19946,Thai AirAsia,8,"""Very good experience""",Economy Class,3.0,4.0,2.0,4.0,5.0,1,0.6466666666666667,0.585,1
19947,Thai AirAsia,1,"""so-called prohibited item""",Economy Class,2.0,2.0,2.0,1.0,1.0,0,0.4527777777777778,-0.0611111111111111,-1
19948,Thai AirAsia,8,"""flight was comfortable""",Economy Class,4.0,5.0,4.0,4.0,5.0,1,0.4800000000000001,0.18,1
19949,Thai AirAsia,7,"""hot seat which was comfortable""",Economy Class,4.0,5.0,4.0,5.0,4.0,1,0.6100000000000001,0.39,1
19950,Thai AirAsia,4,"""a very normal flight""",Economy Class,3.0,4.0,2.0,4.0,3.0,1,0.5861666666666666,0.07158333333333335,1
19951,Thai AirAsia,8,"""very comfortable flight""",Economy Class,4.0,5.0,2.0,4.0,5.0,1,1.0,0.56,1
19952,Thai AirAsia,1,"""deny access to water""",Economy Class,3.0,1.0,1.0,1.0,1.0,0,0.38333333333333336,0.13333333333333333,1
19953,Thai AirAsia,8,"""seat was fairly comfortable""",Economy Class,3.0,5.0,3.0,5.0,5.0,1,0.4853968253968254,0.37170634920634926,1
19954,Thai AirAsia,1,"""Extra hidden charge""",Economy Class,1.0,5.0,2.0,1.0,1.0,0,0.4628571428571429,-0.3142857142857143,-1
19955,Thai AirAsia,7,"""very rude staff""",Economy Class,3.0,4.0,2.0,1.0,5.0,1,0.4204358974358975,0.10869230769230769,1
19956,Thai AirAsia,8,"""great value for money""",Economy Class,4.0,5.0,5.0,3.0,5.0,1,0.5800337955695098,0.17703024158381306,1
19957,Thai AirAsia,1,"""wonderful experience""",Economy Class,5.0,5.0,2.0,5.0,4.0,1,0.4679931972789116,0.1892517006802721,1
19958,Thai AirAsia,8,"""good if you stick to the rules""",Economy Class,3.0,2.0,2.0,2.0,5.0,1,0.41428571428571426,0.3416666666666667,1
19959,Thai AirAsia,7,"""what you expect from a budget airline""",Economy Class,3.0,2.0,2.0,5.0,2.0,1,0.5573333333333333,0.069,1
19960,Thai AirAsia,8,"""Uneventful flight""",Economy Class,3.0,4.0,2.0,4.0,3.0,1,0.5238095238095238,0.23523809523809525,1
19961,Thai AirAsia,6,"""received Governmental snack box""",Economy Class,3.0,2.0,1.0,2.0,3.0,1,0.7706249999999999,-0.171875,-1
19962,Thai AirAsia,1,"""didn't even offer me a drink""",Economy Class,3.0,1.0,1.0,3.0,1.0,0,0.1,-0.15,-1
19963,Thai AirAsia,9,"""take Thai AirAsia again""",Economy Class,1.0,5.0,2.0,5.0,5.0,1,0.615909090909091,0.2761363636363636,1
19964,Thai AirAsia,7,"""No complaints whatsoever!""",Economy Class,3.0,4.0,2.0,4.0,3.0,1,0.48,0.215,1
19965,Thai AirAsia,1,"""neither worked for me.""",Economy Class,2.0,2.0,2.0,1.0,1.0,0,0.75,-0.125,-1
19966,Thai AirAsia,1,"""Excellent experience""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.5454545454545454,0.36515151515151517,1
19967,Thai AirAsia,1,"""Very poor service""",Economy Class,2.0,3.0,2.0,1.0,2.0,0,0.455925925925926,-0.2709259259259259,-1
19968,Thai AirAsia,5,"""there is miscommunication""",Economy Class,3.0,3.0,3.0,1.0,4.0,1,0.4439814814814815,0.0699074074074074,1
19969,Thai AirAsia,7,"""we got more than we paid for""",Economy Class,2.0,4.0,2.0,4.0,4.0,1,0.625,0.05500000000000001,1
19970,Thai AirAsia,3,"""cabin baggage excess""",Economy Class,4.0,3.0,3.0,1.0,2.0,0,0.4444444444444445,0.23888888888888893,1
19971,Thai AirAsia,2,"""ground staff get a minus 5""",Economy Class,4.0,4.0,4.0,1.0,3.0,0,0.46348484848484844,0.09954545454545455,1
19972,Thai AirAsia,1,"""system separated us""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.6875,0.13333333333333333,1
19973,Thai AirAsia,1,"""asked me to pay extra check-in""",Economy Class,2.0,1.0,1.0,1.0,1.0,0,0.5127447089947089,0.014226190476190462,1
19974,Thai AirAsia,1,"""Airline rescheduled the flight""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.3652777777777778,-0.16527777777777777,-1
19975,Thai AirAsia,1,"""a nice safe flight""",Economy Class,4.0,5.0,4.0,5.0,5.0,1,0.6660714285714285,0.3970238095238097,1
19976,Thai AirAsia,1,"""Extra legroom not worth extra cost""",Economy Class,1.0,2.0,1.0,1.0,1.0,0,0.4346153846153847,-0.17708333333333331,-1
19977,Thai AirAsia,1,"""nothing out of the ordinary occurred""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.5166666666666667,0.25,1
19978,Thai AirAsia,3,"""Sometimes very late""",Economy Class,1.0,4.0,3.0,3.0,2.0,0,0.6257142857142858,0.34904761904761905,1
19979,Thai AirAsia,7,"""On time, no hassle flights""",Economy Class,3.0,3.0,2.0,5.0,5.0,1,0.41987179487179493,0.1358974358974359,1
19980,Thai AirAsia,1,"""charged me for bags""",Economy Class,2.0,2.0,2.0,1.0,1.0,0,0.468452380952381,-0.2630952380952381,-1
19981,Thai AirAsia,1,"""flight was worth the money""",Economy Class,4.0,5.0,4.0,5.0,5.0,1,0.47500000000000003,0.1625,1
19982,Thai AirAsia,1,"""very crammed in the seat""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.5653846153846154,-0.011538461538461523,-1
19983,Thai AirAsia,4,"""delays getting very bad""",Economy Class,2.0,4.0,2.0,3.0,2.0,0,0.45769230769230773,0.039,1
19984,Thai AirAsia,9,"""Staff service overshadowed the negatives""",Economy Class,3.0,5.0,4.0,5.0,5.0,1,0.5695263696876599,0.10265873015873016,1
19985,Thai AirAsia,8,"""an excellent inflight service""",Economy Class,5.0,5.0,5.0,4.0,5.0,1,0.6488455988455989,0.1510822510822511,1
19986,Thai AirAsia,1,"""warm service from cabin crew""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.42833333333333334,0.24833333333333335,1
19987,Thai AirAsia,5,"""curious mixture of positives & negatives""",Economy Class,4.0,4.0,4.0,3.0,5.0,1,0.5019047619047617,0.16952380952380952,1
19988,Thai AirAsia,2,"""only 15 minutes between flights""",Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.5455882352941177,0.10802139037433156,1
19989,Thai AirAsia,7,"""food fresh, cabin staff professional""",Economy Class,5.0,5.0,4.0,3.0,3.0,1,0.5792307692307693,0.24557692307692308,1
19990,Thai AirAsia,5,"""professional crew and perfect punctuality""",Economy Class,2.0,4.0,2.0,1.0,5.0,0,0.5916512059369202,0.01552257266542981,1
19991,Thai AirAsia,2,"""last 2 flights have not been on time""",Economy Class,2.0,3.0,2.0,3.0,2.0,0,0.43083333333333335,0.10124999999999999,1
19992,Thai AirAsia,8,"""a good flight as usual""",Economy Class,1.0,5.0,2.0,3.0,3.0,1,0.4748148148148148,0.1898611111111111,1
19993,Thai AirAsia,1,"""very friendly and helpful""",Economy Class,5.0,5.0,4.0,5.0,5.0,1,0.493,0.31475,1
19994,Thai AirAsia,1,"""crews efficient and friendly""",Economy Class,4.0,4.0,3.0,1.0,1.0,0,0.5378095238095238,0.14326190476190476,1
19995,Thai AirAsia,7,"""this airline is a good choice""",Economy Class,1.0,3.0,2.0,4.0,4.0,1,0.5507575757575758,0.1356060606060606,1
19996,Thai AirAsia,1,"""product quality was good""",Economy Class,1.0,2.0,2.0,2.0,2.0,0,0.5624999999999999,0.08437500000000002,1
19997,Thai AirAsia,2,"""cabin crew were polite""",Economy Class,1.0,2.0,2.0,2.0,4.0,0,0.5461538461538462,0.031054131054131066,1
19998,Thai AirAsia,1,"""not doubt to fly with them again""",Economy Class,4.0,5.0,3.0,5.0,5.0,1,0.6185185185185185,0.25555555555555554,1
19999,Thai AirAsia,2,"""cabin crew unresponsive""",Economy Class,3.0,1.0,2.0,2.0,4.0,0,0.5527777777777778,0.010000000000000009,1
20000,Thai AirAsia,8,"""a few stand out points""",Economy Class,3.0,4.0,4.0,4.0,4.0,1,0.5648148148148149,0.2944444444444445,1
20001,Thai AirAsia,1,"""booking website is very confusing""",Economy Class,2.0,3.0,2.0,1.0,3.0,0,0.3057777777777778,0.006222222222222225,1
20002,Thai AirAsia,1,Thai AirAsia customer review,Economy Class,2.0,1.0,2.0,2.0,2.0,0,0.4033333333333333,0.04333333333333335,1
20003,Thai AirAsia,7,Thai AirAsia customer review,Economy Class,2.0,4.0,3.0,2.0,5.0,1,0.4904761904761905,0.2740079365079365,1
20004,Thai AirAsia,1,Thai AirAsia customer review,Economy Class,2.0,2.0,2.0,2.0,2.0,0,0.5252414252414251,-0.04275724275724276,-1
20005,Thai Airways,1,"""Cabin crew were very friendly and helpful""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.5269230769230769,0.4073076923076923,1
20006,Thai Airways,1,"""They were so friendly helpful""",Economy Class,5.0,5.0,5.0,5.0,4.0,1,0.5214141414141414,0.3971464646464647,1
20007,Thai Airways,1,"""boarding staff were very rude""",Economy Class,2.0,1.0,3.0,1.0,1.0,0,0.483961038961039,0.10314935064935067,1
20008,Thai Airways,9,"""I can’t fault the airline this time""",Economy Class,4.0,5.0,4.0,5.0,4.0,1,0.45694444444444443,0.17361111111111108,1
20009,Thai Airways,8,"""Nice and easy flight""",Economy Class,4.0,4.0,4.0,5.0,4.0,1,0.4566137566137566,0.22592592592592592,1
20010,Thai Airways,8,"""crew were excellent and respectful""",Economy Class,5.0,5.0,5.0,4.0,5.0,1,0.6500000000000001,0.5875,1
20011,Thai Airways,1,"""we are very satisfied"" ",Economy Class,5.0,5.0,4.0,5.0,5.0,1,0.5292532467532468,0.36313311688311695,1
20012,Thai Airways,5,"""Disappointing for the money we paid""",Economy Class,2.0,3.0,5.0,3.0,2.0,0,0.5606862745098039,0.08784313725490195,1
20013,Thai Airways,8,"""excellent customer service""",Economy Class,4.0,4.0,5.0,4.0,4.0,1,0.7575,0.615,1
20014,Thai Airways,9,"""meals were absolutely exquisite""",Economy Class,4.0,4.0,4.0,4.0,5.0,1,0.5061878180299232,0.24541799574694306,1
20015,Thai Airways,9,"""I was genuinely surprised by their service""",Economy Class,4.0,5.0,5.0,4.0,5.0,1,0.5799382716049383,0.2594135802469136,1
20016,Thai Airways,3,"""Poor customer service""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.4666666666666667,-0.07500000000000001,-1
20017,Thai Airways,8,"""Crews were friendly""",Economy Class,4.0,4.0,5.0,3.0,5.0,1,0.5700000000000001,0.315,1
20018,Thai Airways,7,"""Crews were good""",Economy Class,3.0,4.0,4.0,3.0,5.0,1,0.4444444444444445,0.26666666666666666,1
20019,Thai Airways,1,"""would not be provided a bassinet""",Economy Class,1.0,1.0,3.0,1.0,1.0,0,0.39441176470588235,-0.06852941176470588,-1
20020,Thai Airways,1,"""I will never fly Thai again""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.6573484848484847,0.017954545454545463,1
20021,Thai Airways,7,"""uneventful and on time""",Economy Class,3.0,4.0,3.0,4.0,3.0,1,0.4071428571428571,-0.004761904761904761,-1
20022,Thai Airways,6,"""price is bit high for what you actually get""",Economy Class,2.0,4.0,2.0,4.0,3.0,0,0.4366774891774891,0.10838023088023091,1
20023,Thai Airways,5,"""Will avoid Thai in future""",Economy Class,4.0,2.0,1.0,4.0,2.0,0,0.49109735226014284,-0.020238346924393427,-1
20024,Thai Airways,1,"""Worst customer service""",Economy Class,2.0,2.0,2.0,1.0,1.0,0,0.662962962962963,0.13148148148148145,1
20025,Thai Airways,5,"""unacceptable from Thai Airways""",Economy Class,2.0,4.0,2.0,4.0,3.0,0,0.5724999999999999,-0.09333333333333334,-1
20026,Thai Airways,6,"""direct flight without any frills""",Economy Class,2.0,4.0,2.0,2.0,4.0,1,0.6033441558441559,0.12016125541125541,1
20027,Thai Airways,9,"""impressed with everything""",Economy Class,4.0,4.0,4.0,4.0,4.0,1,0.68,0.38,1
20028,Thai Airways,2,"""the service is second rate""",Economy Class,1.0,3.0,1.0,1.0,1.0,0,0.47875000000000006,0.032999999999999995,1
20029,Thai Airways,6,"""no one will reply to emails""",Economy Class,3.0,3.0,3.0,3.0,3.0,0,0.51,0.05916666666666669,1
20030,Thai Airways,1,"""The staff are unfriendly""",Economy Class,2.0,1.0,1.0,2.0,2.0,0,0.4766666666666667,-0.11249999999999996,-1
20031,Thai Airways,9,"""90% of what they used to be"" Kamapin",Economy Class,5.0,5.0,5.0,3.0,5.0,1,0.5304329004329004,0.12861363636363637,1
20032,Thai Airways,1,"""be very wary of packing additional weight""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.4208333333333332,0.010000000000000009,1
20033,Thai Airways,4,"""Extremely poor service""",Economy Class,3.0,1.0,1.0,5.0,3.0,0,0.6442857142857142,-0.3114285714285714,-1
20034,Thai Airways,1,"""not fly with this airline anymore""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.7205128205128205,-0.2033333333333333,-1
20035,Thai Airways,1,"""Worst company ever""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.6214285714285713,-0.2263392857142857,-1
20036,Thai Airways,1,"""rethink flying with Thai again""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.325,-0.15,-1
20037,Thai Airways,4,"""pretty disappointed with the service""",Economy Class,2.0,2.0,3.0,4.0,3.0,0,0.5037698412698413,0.0,0
20038,Thai Airways,4,"""said I have to pay again""",Economy Class,3.0,3.0,2.0,1.0,3.0,0,0.30010822510822516,0.15324675324675324,1
20039,Thai Airways,9,"""gratitude for a good flight""",Economy Class,4.0,5.0,5.0,3.0,4.0,1,0.5329723502304148,0.3190937019969278,1
20040,Thai Airways,3,"""crew worked hard to accommodate passengers""",Economy Class,4.0,3.0,1.0,1.0,1.0,0,0.6581868131868132,0.02712454212454212,1
20041,Thai Airways,3,"""quite disappointing",Economy Class,3.0,3.0,2.0,3.0,1.0,0,0.5,-0.3,-1
20042,Thai Airways,9,"""friendliness and hard work of the cabin crew""",Economy Class,3.0,5.0,5.0,5.0,5.0,1,0.3295547161172161,0.05806547619047619,1
20043,Thai Airways,3,"""I will be avoiding them""",Economy Class,4.0,2.0,1.0,1.0,2.0,0,0.4721445221445222,0.10023310023310023,1
20044,Thai Airways,5,"""Bland, boring and basic""",Economy Class,4.0,4.0,1.0,4.0,3.0,0,0.5780555555555555,-0.003888888888888886,-1
20045,Thai Airways,8,"""staff were fantastic and attentive""",Economy Class,4.0,5.0,5.0,5.0,3.0,1,0.5093167701863354,0.1296348578957275,1
20046,Thai Airways,3,"""not flying with the airline again""",Economy Class,1.0,3.0,2.0,1.0,1.0,0,0.5076086956521739,0.056521739130434775,1
20047,Thai Airways,1,"""Next to no assistance from staff""",Economy Class,3.0,3.0,3.0,1.0,1.0,0,0.4472222222222222,0.004999999999999992,1
20048,Thai Airways,2,"""no service recovery whatsoever""",Economy Class,1.0,3.0,2.0,1.0,1.0,0,0.45555555555555555,0.2333333333333333,1
20049,Thai Airways,4,"""meals have really changed from very good to basic""",Economy Class,3.0,3.0,1.0,3.0,3.0,1,0.6783333333333333,-0.11000000000000001,-1
20050,Thai Airways,8,"""lovely Thai hospitality""",Economy Class,4.0,5.0,5.0,1.0,4.0,1,0.6053703703703704,0.11888888888888889,1
20051,Thai Airways,6,"""unpleasant transfer in Bangkok""",Economy Class,4.0,3.0,3.0,3.0,3.0,1,0.5572510822510822,0.16565151515151516,1
20052,Thai Airways,1,"""our direct flights was cancelled""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.5965909090909092,0.06807040998217467,1
20053,Thai Airways,9,"""service by cabin staff was very good""",Economy Class,5.0,5.0,5.0,2.0,5.0,1,0.5650000000000001,0.1496428571428571,1
20054,Thai Airways,8,"""promptness and attention of crew"" ",Economy Class,4.0,5.0,4.0,5.0,5.0,1,0.6583333333333333,0.04583333333333333,1
20055,Thai Airways,9,"""provided a great service""",Economy Class,5.0,5.0,5.0,5.0,4.0,1,0.6626666666666667,0.45575,1
20056,Thai Airways,2,"""I’m very disappointed""",Economy Class,2.0,1.0,1.0,3.0,1.0,0,0.6023547505126453,-0.18130895420369106,-1
20057,Thai Airways,1,"""flight was by far the best I've ever had""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.551923076923077,0.26794871794871794,1
20058,Thai Airways,1,"""took another airline back home""",Economy Class,1.0,3.0,2.0,1.0,1.0,0,0.3263888888888889,0.004166666666666666,1
20059,Thai Airways,1,"""Couldn't recommend them""",Economy Class,1.0,2.0,2.0,1.0,2.0,0,0.6351107226107225,-0.05225524475524475,-1
20060,Thai Airways,8,"""very pleasant experience""",Economy Class,4.0,4.0,5.0,3.0,5.0,1,0.5519047619047619,0.33871753246753245,1
20061,Thai Airways,1,"""I take no more Thai Airways""",Economy Class,1.0,2.0,2.0,1.0,1.0,0,0.41309523809523807,-0.10714285714285711,-1
20062,Thai Airways,1,"""Everything was pleasant and relaxing""",Economy Class,5.0,5.0,5.0,5.0,4.0,1,0.48611111111111105,0.17902777777777779,1
20063,Thai Airways,9,"""Pleasant experience but could be better""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.48849206349206353,0.13904761904761906,1
20064,Thai Airways,1,"""This airline does not respect passenger’s time""",Economy Class,3.0,4.0,3.0,4.0,3.0,0,1.0,-1.0,-1
20065,Thai Airways,1,"""Very friendly crew""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.7625,0.421875,1
20066,Thai Airways,1,"""pay additional baggage fees"" ",Economy Class,3.0,3.0,2.0,3.0,1.0,0,0.525,0.017857142857142856,1
20067,Thai Airways,3,"""still the same old awful service""",Economy Class,3.0,3.0,2.0,1.0,3.0,0,0.588952380952381,-0.05616666666666666,-1
20068,Thai Airways,4,"""Service attitude lacking""",Economy Class,3.0,2.0,2.0,1.0,1.0,0,0.55625,0.01718750000000001,1
20069,Thai Airways,8,"""still maintain good standards in service""",Economy Class,4.0,4.0,4.0,4.0,4.0,1,0.4236111111111111,0.11666666666666665,1
20070,Thai Airways,2,"""reputation from the past is fading""",Economy Class,1.0,4.0,2.0,2.0,2.0,0,0.3791997354497355,-0.0427579365079365,-1
20071,Thai Airways,5,"""The flight was not that great""",Economy Class,2.0,2.0,3.0,4.0,3.0,1,0.5635714285714287,0.18747023809523816,1
20072,Thai Airways,2,"""not acceptable at all""",Economy Class,4.0,2.0,1.0,1.0,1.0,0,0.5979166666666667,-0.09861111111111111,-1
20073,Thai Airways,2,"""This is no customer service and low quality of cabin crew""",Economy Class,1.0,1.0,2.0,1.0,2.0,0,0.3395833333333333,-0.056249999999999994,-1
20074,Thai Airways,1,"""had to pay for my 6-8kg of extra luggage""",Economy Class,3.0,3.0,1.0,1.0,1.0,0,0.48375661375661366,0.02560846560846562,1
20075,Thai Airways,4,"""this experience was not good""",Economy Class,2.0,1.0,1.0,2.0,3.0,0,0.6250000000000001,-0.02000000000000001,-1
20076,Thai Airways,1,"""The service was excellent""",Economy Class,4.0,5.0,5.0,4.0,5.0,1,0.6257342657342657,0.35318181818181815,1
20077,Thai Airways,1,"""Thai seems to be in a very sad state""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.45388888888888884,-0.0667777777777778,-1
20078,Thai Airways,4,"""Not so great anymore""",Economy Class,4.0,5.0,5.0,4.0,4.0,0,0.6880952380952381,0.010000000000000009,1
20079,Thai Airways,1,"""Really poor service overall""",Economy Class,3.0,1.0,1.0,2.0,2.0,0,0.51875,-0.07916666666666666,-1
20080,Thai Airways,1,"""customer service was appalling""",Economy Class,3.0,4.0,2.0,4.0,1.0,0,0.4670634920634921,-0.04136904761904761,-1
20081,Thai Airways,7,"""a fair way below pre pandemic times""",Economy Class,1.0,3.0,2.0,4.0,2.0,1,0.6060052910052911,0.3078306878306878,1
20082,Thai Airways,8,"""old Boeing 777 with very good seat pitch""",Economy Class,5.0,4.0,5.0,4.0,5.0,1,0.36815656565656557,0.22365530303030298,1
20083,Thai Airways,3,"""Wouldn’t be in a hurry to fly with them again""",Economy Class,1.0,5.0,2.0,1.0,1.0,0,0.6761904761904762,0.09999999999999999,1
20084,Thai Airways,8,"""I was pleasantly surprised""",Economy Class,4.0,5.0,4.0,5.0,4.0,1,0.5738945578231293,0.22942176870748296,1
20085,Thai Airways,1,"""service getting very poor""",Economy Class,1.0,5.0,1.0,5.0,1.0,0,0.3671666666666667,-0.031166666666666665,-1
20086,Thai Airways,1,"""Thank you for a wonderful flight""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.85,0.8,1
20087,Thai Airways,1,"""Check-in for business is slower than economy""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.0,0.0,0
20088,Thai Airways,1,"""been the most terrible experience""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.5029951690821256,-0.10183574879227054,-1
20089,Thai Airways,9,"""I had a great flight with them""",Economy Class,4.0,5.0,5.0,5.0,5.0,1,0.6252136752136752,0.2899572649572649,1
20090,Thai Airways,2,"""Incredible downgrade of quality""",Economy Class,4.0,1.0,1.0,1.0,1.0,0,0.6460606060606061,-0.21818181818181823,-1
20091,Thai Airways,1,"""the crew were energetic""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.5225000000000001,0.22499999999999998,1
20092,Thai Airways,3,"""things seem to have disappeared from Thai service""",Economy Class,3.0,1.0,2.0,2.0,3.0,1,0.4642857142857143,0.03398268398268398,1
20093,Thai Airways,6,"""there is no consistency with their product""",Economy Class,3.0,2.0,3.0,3.0,2.0,1,0.4268518518518518,-0.011111111111111112,-1
20094,Thai Airways,8,"""still disappointed by the poor standard of food served""",Economy Class,4.0,5.0,3.0,2.0,4.0,1,0.53238699706091,-0.0054594861660078944,-1
20095,Thai Airways,2,"""company is letting them down""",Economy Class,3.0,4.0,2.0,1.0,1.0,0,0.5158119658119659,0.28034188034188035,1
20096,Thai Airways,1,"""I am not flying Thai again""",Economy Class,3.0,3.0,1.0,4.0,2.0,0,0.6333722943722944,0.16069264069264066,1
20097,Thai Airways,2,"""not choose Thai Airways for future travel""",Economy Class,3.0,3.0,1.0,2.0,3.0,0,0.375,-0.10000000000000002,-1
